Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
27/01/1922 12:50 0.357 0.28 0.35 4.31 16.82 260.30 9.77 219.39 -99 -99 -99
27/01/1922 13:00 0.357 0.42 0.35 4.32 16.77 260.27 9.83 220.57 -99 -99 -99
27/01/1922 13:10 0.357 0.54 0.35 4.33 16.72 260.23 9.90 221.76 -99 -99 -99
27/01/1922 13:20 0.357 0.66 0.35 4.34 16.67 260.19 9.96 222.95 -99 -99 -99
27/01/1922 13:30 0.357 0.78 0.35 4.35 16.62 260.16 10.03 224.13 -99 -99 -99
27/01/1922 13:40 0.357 0.88 0.35 4.36 16.57 260.12 10.09 225.32 -99 -99 -99
27/01/1922 13:50 0.357 0.98 0.35 4.37 16.52 260.08 10.15 226.51 -99 -99 -99
27/01/1922 14:00 0.357 1.07 0.35 4.38 16.47 260.05 10.22 227.70 -99 -99 -99
27/01/1922 14:10 0.357 1.16 0.35 4.39 16.42 260.01 10.28 228.88 -99 -99 -99
27/01/1922 14:20 0.357 1.24 0.35 4.40 16.37 259.97 10.35 230.07 -99 -99 -99
27/01/1922 14:30 0.357 1.30 0.35 4.40 16.32 259.94 10.41 231.26 -99 -99 -99
27/01/1922 14:40 0.357 1.37 0.35 4.41 16.27 259.90 10.48 232.44 -99 -99 -99
27/01/1922 14:50 0.357 1.42 0.35 4.42 16.22 259.86 10.54 233.63 -99 -99 -99
27/01/1922 15:00 0.357 1.46 0.35 4.43 16.17 259.82 10.60 234.82 -99 -99 -99
27/01/1922 15:10 0.357 1.50 0.35 4.44 16.12 259.79 10.67 236.00 -99 -99 -99
27/01/1922 15:20 0.357 1.53 0.35 4.45 16.07 259.75 10.73 237.19 -99 -99 -99
27/01/1922 15:30 0.357 1.55 0.35 4.46 16.02 259.71 10.80 238.38 -99 -99 -99
27/01/1922 15:40 0.357 1.56 0.35 4.47 15.97 259.68 10.86 239.57 -99 -99 -99
27/01/1922 15:50 0.357 1.57 0.35 4.48 15.92 259.64 10.92 240.75 -99 -99 -99
27/01/1922 16:00 0.357 1.56 0.35 4.49 15.87 259.60 10.99 241.94 -99 -99 -99
27/01/1922 16:10 0.357 1.55 0.35 4.50 15.82 259.57 11.05 243.13 -99 -99 -99
27/01/1922 16:20 0.357 1.52 0.35 4.51 15.77 259.53 11.12 244.31 -99 -99 -99
27/01/1922 16:30 0.357 1.49 0.35 4.52 15.72 259.49 11.18 245.50 -99 -99 -99
27/01/1922 16:40 0.357 1.44 0.35 4.53 15.67 259.46 11.25 246.69 -99 -99 -99
27/01/1922 16:50 0.357 1.39 0.35 4.54 15.62 259.42 11.31 247.88 -99 -99 -99
27/01/1922 17:00 0.357 1.33 0.35 4.54 15.57 259.38 11.37 249.06 -99 -99 -99
27/01/1922 17:10 0.357 1.25 0.35 4.55 15.52 259.35 11.44 250.25 -99 -99 -99
27/01/1922 17:20 0.357 1.17 0.35 4.56 15.47 259.31 11.50 251.44 -99 -99 -99
27/01/1922 17:30 0.357 1.07 0.35 4.57 15.42 259.27 11.57 252.62 -99 -99 -99
27/01/1922 17:40 0.357 0.97 0.35 4.58 15.37 259.23 11.63 253.81 -99 -99 -99
27/01/1922 17:50 0.357 0.85 0.35 4.59 15.32 259.20 11.69 255.00 -99 -99 -99
27/01/1922 18:00 0.357 0.73 0.35 4.60 15.27 259.16 11.76 256.19 -99 -99 -99
27/01/1922 18:10 0.357 0.60 0.35 4.60 15.22 258.97 11.73 256.10 -99 -99 -99
27/01/1922 18:20 0.357 0.46 0.34 4.60 15.17 258.78 11.70 256.01 -99 -99 -99
27/01/1922 18:30 0.357 0.32 0.34 4.61 15.12 258.59 11.66 255.92 -99 -99 -99
27/01/1922 18:40 0.357 0.17 0.34 4.61 15.07 258.41 11.63 255.83 -99 -99 -99
27/01/1922 18:50 0.357 0.01 0.34 4.61 15.02 258.22 11.60 255.74 -99 -99 -99
