Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 1.83 0.11 0.52 6.40  9.48 251.28 15.36 314.34 -99 -99 -99
09/01/1924 02:40 1.83 0.33 0.52 6.41  9.53 251.54 15.31 313.61 -99 -99 -99
09/01/1924 02:50 1.83 0.55 0.52 6.43  9.60 251.59 15.23 312.74 -99 -99 -99
09/01/1924 03:00 1.83 0.76 0.53 6.44  9.61 251.21 15.16 311.59 -99 -99 -99
09/01/1924 03:10 1.83 0.96 0.53 6.46  9.64 250.91 15.11 311.05 -99 -99 -99
09/01/1924 03:20 1.83 1.15 0.53 6.47  9.65 250.96 15.07 310.50 -99 -99 -99
09/01/1924 03:30 1.83 1.33 0.53 6.48  9.66 250.92 15.05 309.28 -99 -99 -99
09/01/1924 03:40 1.83 1.51 0.52 6.50  9.67 250.51 15.04 308.10 -99 -99 -99
09/01/1924 03:50 1.83 1.66 0.53 6.51  9.65 249.79 14.97 307.45 -99 -99 -99
09/01/1924 04:00 1.83 1.80 0.53 6.52  9.62 249.60 14.87 307.27 -99 -99 -99
09/01/1924 04:10 1.83 1.93 0.53 6.53  9.64 249.73 14.74 306.93 -99 -99 -99
09/01/1924 04:20 1.83 2.05 0.53 6.54  9.67 249.36 14.62 306.86 -99 -99 -99
09/01/1924 04:30 1.83 2.15 0.53 6.55  9.73 249.04 14.53 306.60 -99 -99 -99
09/01/1924 04:40 1.83 2.24 0.53 6.56  9.81 249.42 14.38 306.17 -99 -99 -99
09/01/1924 04:50 1.83 2.30 0.53 6.57  9.89 250.15 14.27 305.43 -99 -99 -99
09/01/1924 05:00 1.83 2.36 0.53 6.58  9.94 250.55 14.17 304.28 -99 -99 -99
09/01/1924 05:10 1.83 2.41 0.53 6.60  9.97 250.82 14.12 302.07 -99 -99 -99
09/01/1924 05:20 1.83 2.42 0.53 6.60  9.98 250.47 14.12 299.36 -99 -99 -99
09/01/1924 05:30 1.83 2.44 0.53 6.62  9.96 250.17 14.10 297.22 -99 -99 -99
09/01/1924 05:40 1.83 2.43 0.53 6.63  9.93 249.42 14.18 295.08 -99 -99 -99
09/01/1924 05:50 1.83 2.41 0.53 6.64  9.97 248.77 14.25 292.78 -99 -99 -99
09/01/1924 06:00 1.83 2.37 0.52 6.65 10.02 249.02 14.32 290.44 -99 -99 -99
09/01/1924 06:10 1.83 2.33 0.52 6.66 10.11 249.11 14.37 288.55 -99 -99 -99
09/01/1924 06:20 1.83 2.26 0.52 6.67 10.24 249.58 14.40 286.58 -99 -99 -99
09/01/1924 06:30 1.83 2.19 0.53 6.68 10.36 250.02 14.39 284.56 -99 -99 -99
09/01/1924 06:40 1.83 2.10 0.53 6.69 10.50 250.46 14.39 282.46 -99 -99 -99
09/01/1924 06:50 1.83 2.00 0.52 6.70 10.58 251.15 14.42 280.87 -99 -99 -99
09/01/1924 07:00 1.83 1.88 0.52 6.70 10.71 251.37 14.42 278.84 -99 -99 -99
09/01/1924 07:10 1.83 1.76 0.52 6.72 10.86 251.69 14.39 276.64 -99 -99 -99
09/01/1924 07:20 1.83 1.62 0.52 6.73 11.00 251.84 14.35 275.24 -99 -99 -99
09/01/1924 07:30 1.83 1.47 0.51 6.73 11.15 252.01 14.30 274.15 -99 -99 -99
09/01/1924 07:40 1.83 1.31 0.51 6.74 11.29 251.88 14.25 273.35 -99 -99 -99
09/01/1924 07:50 1.83 1.13 0.50 6.74 11.44 251.31 14.21 272.36 -99 -99 -99
09/01/1924 08:00 1.83 0.96 0.50 6.75 11.56 249.90 14.19 271.69 -99 -99 -99
09/01/1924 08:10 1.83 0.77 0.50 6.75 11.63 247.96 14.15 270.18 -99 -99 -99
09/01/1924 08:20 1.83 0.58 0.50 6.75 11.73 246.47 14.06 268.67 -99 -99 -99
09/01/1924 08:30 1.83 0.38 0.49 6.76 11.82 245.65 13.96 267.37 -99 -99 -99
