Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 1.97 0.38 0.25 5.63 14.05 266.04 17.76 260.61 -99 -99 -99
09/01/1924 02:40 1.97 0.56 0.25 5.63 14.15 265.82 17.63 260.69 -99 -99 -99
09/01/1924 02:50 1.97 0.74 0.25 5.62 14.22 265.65 17.50 261.88 -99 -99 -99
09/01/1924 03:00 1.97 0.91 0.25 5.61 14.27 266.03 17.41 262.59 -99 -99 -99
09/01/1924 03:10 1.97 1.07 0.24 5.60 14.35 266.67 17.32 263.19 -99 -99 -99
09/01/1924 03:20 1.97 1.21 0.24 5.59 14.36 266.97 17.24 263.17 -99 -99 -99
09/01/1924 03:30 1.97 1.35 0.23 5.58 14.37 267.06 17.19 263.26 -99 -99 -99
09/01/1924 03:40 1.97 1.48 0.23 5.57 14.35 267.94 17.15 262.86 -99 -99 -99
09/01/1924 03:50 1.97 1.60 0.23 5.56 14.36 268.70 17.12 262.89 -99 -99 -99
09/01/1924 04:00 1.97 1.71 0.23 5.55 14.40 269.01 17.08 263.16 -99 -99 -99
09/01/1924 04:10 1.97 1.80 0.23 5.55 14.41 269.08 16.98 263.47 -99 -99 -99
09/01/1924 04:20 1.97 1.89 0.23 5.53 14.44 269.01 16.87 264.36 -99 -99 -99
09/01/1924 04:30 1.97 1.96 0.23 5.53 14.47 269.01 16.75 265.41 -99 -99 -99
09/01/1924 04:40 1.97 2.03 0.23 5.51 14.53 268.66 16.63 266.91 -99 -99 -99
09/01/1924 04:50 1.97 2.08 0.23 5.50 14.59 268.69 16.51 266.93 -99 -99 -99
09/01/1924 05:00 1.97 2.12 0.23 5.50 14.67 268.97 16.42 268.14 -99 -99 -99
09/01/1924 05:10 1.97 2.15 0.23 5.49 14.74 269.45 16.33 268.94 -99 -99 -99
09/01/1924 05:20 1.97 2.18 0.23 5.49 14.78 270.26 16.23 269.35 -99 -99 -99
09/01/1924 05:30 1.97 2.18 0.23 5.49 14.81 271.18 16.20 269.43 -99 -99 -99
09/01/1924 05:40 1.97 2.18 0.22 5.47 14.82 272.19 16.22 270.23 -99 -99 -99
09/01/1924 05:50 1.97 2.16 0.22 5.47 14.81 272.84 16.22 271.56 -99 -99 -99
09/01/1924 06:00 1.97 2.15 0.22 5.46 14.81 272.82 16.23 272.44 -99 -99 -99
09/01/1924 06:10 1.97 2.10 0.22 5.46 14.84 273.05 16.23 272.58 -99 -99 -99
09/01/1924 06:20 1.97 2.05 0.22 5.46 14.91 272.79 16.16 272.65 -99 -99 -99
09/01/1924 06:30 1.97 1.99 0.21 5.46 15.00 272.10 16.08 273.00 -99 -99 -99
09/01/1924 06:40 1.97 1.93 0.21 5.45 15.11 271.02 15.98 273.48 -99 -99 -99
09/01/1924 06:50 1.97 1.84 0.21 5.45 15.21 269.54 15.88 273.48 -99 -99 -99
09/01/1924 07:00 1.97 1.74 0.20 5.45 15.35 268.36 15.75 273.43 -99 -99 -99
09/01/1924 07:10 1.97 1.64 0.20 5.44 15.46 267.11 15.63 273.60 -99 -99 -99
09/01/1924 07:20 1.97 1.51 0.19 5.43 15.57 266.20 15.53 273.35 -99 -99 -99
09/01/1924 07:30 1.97 1.39 0.19 5.43 15.63 265.02 15.42 272.95 -99 -99 -99
09/01/1924 07:40 1.97 1.24 0.20 5.43 15.68 264.10 15.30 272.34 -99 -99 -99
09/01/1924 07:50 1.97 1.09 0.20 5.42 15.71 263.74 15.18 271.31 -99 -99 -99
09/01/1924 08:00 1.97 0.92 0.19 5.43 15.75 263.42 15.11 270.47 -99 -99 -99
09/01/1924 08:10 1.97 0.75 0.19 5.42 15.80 262.96 15.07 269.22 -99 -99 -99
09/01/1924 08:20 1.97 0.57 0.18 5.42 15.85 262.26 15.04 268.30 -99 -99 -99
09/01/1924 08:30 1.97 0.38 0.18 5.41 15.92 261.66 15.02 267.82 -99 -99 -99
