Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 1.96 0.16 0.23 4.12 12.90 244.87 5.86 218.76 -99 -99 -99
09/01/1924 02:40 1.96 0.35 0.23 4.12 12.98 243.12 5.79 219.97 -99 -99 -99
09/01/1924 02:50 1.96 0.54 0.22 4.11 13.02 241.52 5.69 220.53 -99 -99 -99
09/01/1924 03:00 1.96 0.73 0.22 4.10 13.09 239.87 5.58 220.24 -99 -99 -99
09/01/1924 03:10 1.96 0.90 0.21 4.10 13.13 238.76 5.48 220.91 -99 -99 -99
09/01/1924 03:20 1.96 1.07 0.21 4.09 13.21 238.17 5.41 221.77 -99 -99 -99
09/01/1924 03:30 1.96 1.22 0.21 4.09 13.33 238.15 5.34 222.23 -99 -99 -99
09/01/1924 03:40 1.96 1.36 0.22 4.08 13.41 238.53 5.33 222.98 -99 -99 -99
09/01/1924 03:50 1.96 1.49 0.22 4.07 13.49 238.71 5.33 223.48 -99 -99 -99
09/01/1924 04:00 1.96 1.61 0.22 4.06 13.54 238.54 5.35 224.69 -99 -99 -99
09/01/1924 04:10 1.96 1.72 0.22 4.06 13.55 237.82 5.43 225.61 -99 -99 -99
09/01/1924 04:20 1.96 1.81 0.22 4.05 13.56 237.23 5.53 226.65 -99 -99 -99
09/01/1924 04:30 1.96 1.90 0.23 4.04 13.53 236.20 5.68 227.95 -99 -99 -99
09/01/1924 04:40 1.96 1.96 0.23 4.03 13.53 234.99 5.78 229.14 -99 -99 -99
09/01/1924 04:50 1.96 2.02 0.23 4.02 13.54 233.93 5.87 230.58 -99 -99 -99
09/01/1924 05:00 1.96 2.06 0.23 4.01 13.56 233.31 5.95 231.97 -99 -99 -99
09/01/1924 05:10 1.96 2.10 0.23 4.00 13.60 232.52 6.04 232.95 -99 -99 -99
09/01/1924 05:20 1.96 2.11 0.23 3.99 13.64 231.48 6.10 233.52 -99 -99 -99
09/01/1924 05:30 1.96 2.11 0.23 3.98 13.67 230.54 6.14 233.34 -99 -99 -99
09/01/1924 05:40 1.96 2.10 0.23 3.96 13.73 230.22 6.15 232.85 -99 -99 -99
09/01/1924 05:50 1.96 2.08 0.23 3.95 13.80 230.20 6.15 231.71 -99 -99 -99
09/01/1924 06:00 1.96 2.05 0.23 3.94 13.87 229.80 6.13 230.86 -99 -99 -99
09/01/1924 06:10 1.96 2.01 0.23 3.93 13.92 229.32 6.15 231.06 -99 -99 -99
09/01/1924 06:20 1.96 1.95 0.23 3.92 13.98 228.44 6.12 231.16 -99 -99 -99
09/01/1924 06:30 1.96 1.89 0.23 3.91 14.05 227.38 6.05 232.30 -99 -99 -99
09/01/1924 06:40 1.96 1.80 0.23 3.88 14.08 226.48 6.03 233.41 -99 -99 -99
09/01/1924 06:50 1.96 1.72 0.23 3.88 14.06 225.38 6.02 235.05 -99 -99 -99
09/01/1924 07:00 1.96 1.62 0.23 3.86 14.07 224.55 6.02 236.44 -99 -99 -99
09/01/1924 07:10 1.96 1.51 0.23 3.84 14.08 223.69 5.96 236.99 -99 -99 -99
09/01/1924 07:20 1.96 1.39 0.23 3.83 14.11 223.23 5.91 237.61 -99 -99 -99
09/01/1924 07:30 1.96 1.26 0.23 3.82 14.13 222.92 5.89 237.19 -99 -99 -99
09/01/1924 07:40 1.96 1.13 0.22 3.80 14.15 222.12 5.87 236.28 -99 -99 -99
09/01/1924 07:50 1.96 0.98 0.22 3.79 14.21 220.91 5.86 235.02 -99 -99 -99
09/01/1924 08:00 1.96 0.82 0.22 3.78 14.23 219.63 5.88 233.49 -99 -99 -99
09/01/1924 08:10 1.96 0.66 0.22 3.77 14.25 218.48 5.87 231.56 -99 -99 -99
09/01/1924 08:20 1.96 0.49 0.22 3.76 14.28 217.10 5.92 229.88 -99 -99 -99
09/01/1924 08:30 1.96 0.32 0.21 3.75 14.35 215.86 5.97 227.61 -99 -99 -99
