Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 0.46 0.09 0.21 0.99 12.67 269.16 13.14 236.74 -99 -99 -99
09/01/1924 02:40 0.46 0.27 0.21 0.99 12.67 267.41 13.25 237.39 -99 -99 -99
09/01/1924 02:50 0.46 0.47 0.21 1.01 12.69 265.86 13.34 237.26 -99 -99 -99
09/01/1924 03:00 0.46 0.65 0.21 1.02 12.76 264.01 13.40 237.13 -99 -99 -99
09/01/1924 03:10 0.46 0.82 0.21 1.03 12.83 262.02 13.46 236.37 -99 -99 -99
09/01/1924 03:20 0.46 1.00 0.21 1.04 12.93 259.87 13.51 236.18 -99 -99 -99
09/01/1924 03:30 0.46 1.16 0.21 1.05 13.05 257.37 13.52 236.69 -99 -99 -99
09/01/1924 03:40 0.46 1.31 0.21 1.07 13.12 255.53 13.57 237.20 -99 -99 -99
09/01/1924 03:50 0.46 1.45 0.22 1.08 13.23 254.01 13.64 238.56 -99 -99 -99
09/01/1924 04:00 0.46 1.57 0.22 1.10 13.35 253.01 13.72 240.27 -99 -99 -99
09/01/1924 04:10 0.46 1.69 0.22 1.12 13.46 252.05 13.82 242.38 -99 -99 -99
09/01/1924 04:20 0.46 1.80 0.22 1.13 13.58 250.93 13.97 243.97 -99 -99 -99
09/01/1924 04:30 0.46 1.90 0.22 1.14 13.68 249.97 14.06 246.06 -99 -99 -99
09/01/1924 04:40 0.46 1.97 0.22 1.16 13.77 249.12 14.13 248.67 -99 -99 -99
09/01/1924 04:50 0.46 2.04 0.22 1.17 13.81 248.01 14.21 251.23 -99 -99 -99
09/01/1924 05:00 0.46 2.09 0.21 1.19 13.85 246.72 14.25 253.25 -99 -99 -99
09/01/1924 05:10 0.46 2.13 0.21 1.19 13.88 245.53 14.26 255.29 -99 -99 -99
09/01/1924 05:20 0.46 2.15 0.22 1.21 13.95 244.37 14.22 257.79 -99 -99 -99
09/01/1924 05:30 0.46 2.16 0.22 1.23 14.03 243.74 14.19 259.65 -99 -99 -99
09/01/1924 05:40 0.46 2.16 0.22 1.24 14.13 242.69 14.16 261.26 -99 -99 -99
09/01/1924 05:50 0.46 2.13 0.22 1.26 14.24 241.66 14.11 263.27 -99 -99 -99
09/01/1924 06:00 0.46 2.09 0.22 1.27 14.35 240.84 14.09 265.58 -99 -99 -99
09/01/1924 06:10 0.46 2.04 0.22 1.29 14.46 240.15 14.02 267.81 -99 -99 -99
09/01/1924 06:20 0.46 1.98 0.21 1.30 14.58 239.57 13.96 269.15 -99 -99 -99
09/01/1924 06:30 0.46 1.90 0.21 1.31 14.67 239.08 13.85 269.89 -99 -99 -99
09/01/1924 06:40 0.46 1.81 0.21 1.32 14.76 238.44 13.75 270.73 -99 -99 -99
09/01/1924 06:50 0.46 1.71 0.21 1.33 14.85 237.50 13.62 272.29 -99 -99 -99
09/01/1924 07:00 0.46 1.59 0.21 1.33 14.94 236.43 13.50 273.89 -99 -99 -99
09/01/1924 07:10 0.46 1.46 0.21 1.34 15.02 235.38 13.37 276.12 -99 -99 -99
09/01/1924 07:20 0.46 1.32 0.21 1.36 15.11 234.37 13.23 278.17 -99 -99 -99
09/01/1924 07:30 0.46 1.17 0.21 1.37 15.20 233.32 13.11 280.61 -99 -99 -99
09/01/1924 07:40 0.46 1.01 0.21 1.38 15.24 232.40 13.00 282.80 -99 -99 -99
09/01/1924 07:50 0.46 0.84 0.21 1.39 15.28 231.57 12.89 284.82 -99 -99 -99
09/01/1924 08:00 0.46 0.66 0.21 1.40 15.32 231.25 12.74 286.45 -99 -99 -99
09/01/1924 08:10 0.46 0.48 0.20 1.42 15.38 230.67 12.61 287.76 -99 -99 -99
09/01/1924 08:20 0.46 0.29 0.21 1.43 15.39 230.23 12.51 290.25 -99 -99 -99
09/01/1924 08:30 0.46 0.10 0.21 1.45 15.38 230.17 12.41 292.22 -99 -99 -99
