Column 1: Date 
Column 2: heure 
Column 3: NMRe (m) 
Column 4: Maree (m) 
Column 5: Surcote (m) 
Column 6: Hs(vagues) (m) 
Column 7: Tp(vagues) (s) 
Column 8: Dp(vagues) (°) 
Column 9: U(vent) (m) 
Column 10: Dir(vent) (°) 
Column 11: Qualite(surcote) 
Column 12: Qualite(vagues) 
Column 13: Qualite(vent) 
09/01/1924 02:30 0.85 0.10 0.84 3.00 13.98 286.92 6.73 132.90 -99 -99 -99
09/01/1924 02:40 0.85 0.35 0.84 3.00 13.91 287.15 6.69 135.27 -99 -99 -99
09/01/1924 02:50 0.85 0.58 0.84 2.99 13.86 287.70 6.66 138.29 -99 -99 -99
09/01/1924 03:00 0.85 0.82 0.84 2.98 13.87 287.99 6.62 141.28 -99 -99 -99
09/01/1924 03:10 0.85 1.04 0.83 2.98 13.87 287.87 6.58 143.41 -99 -99 -99
09/01/1924 03:20 0.85 1.25 0.83 2.98 13.81 287.36 6.55 145.73 -99 -99 -99
09/01/1924 03:30 0.85 1.45 0.84 2.98 13.74 287.12 6.55 148.10 -99 -99 -99
09/01/1924 03:40 0.85 1.64 0.84 2.97 13.66 286.84 6.58 150.16 -99 -99 -99
09/01/1924 03:50 0.85 1.80 0.84 2.97 13.54 286.25 6.58 152.41 -99 -99 -99
09/01/1924 04:00 0.85 1.96 0.84 2.97 13.44 285.34 6.56 154.58 -99 -99 -99
09/01/1924 04:10 0.85 2.10 0.84 2.97 13.34 284.97 6.54 156.08 -99 -99 -99
09/01/1924 04:20 0.85 2.22 0.83 2.97 13.28 284.84 6.54 157.17 -99 -99 -99
09/01/1924 04:30 0.85 2.33 0.83 2.97 13.26 284.36 6.58 157.38 -99 -99 -99
09/01/1924 04:40 0.85 2.42 0.83 2.98 13.18 283.66 6.62 157.97 -99 -99 -99
09/01/1924 04:50 0.85 2.49 0.83 2.98 13.08 282.88 6.64 158.06 -99 -99 -99
09/01/1924 05:00 0.85 2.55 0.83 2.98 12.94 282.68 6.66 157.75 -99 -99 -99
09/01/1924 05:10 0.85 2.59 0.83 2.99 12.79 282.15 6.66 159.15 -99 -99 -99
09/01/1924 05:20 0.85 2.61 0.83 2.99 12.65 281.43 6.67 161.11 -99 -99 -99
09/01/1924 05:30 0.85 2.62 0.83 3.01 12.49 281.10 6.63 163.38 -99 -99 -99
09/01/1924 05:40 0.85 2.61 0.83 3.02 12.37 280.94 6.57 164.85 -99 -99 -99
09/01/1924 05:50 0.85 2.59 0.83 3.02 12.29 281.13 6.51 166.48 -99 -99 -99
09/01/1924 06:00 0.85 2.55 0.83 3.02 12.20 281.02 6.51 167.24 -99 -99 -99
09/01/1924 06:10 0.85 2.50 0.83 3.03 12.13 281.13 6.52 167.55 -99 -99 -99
09/01/1924 06:20 0.85 2.42 0.82 3.03 12.04 281.24 6.49 167.78 -99 -99 -99
09/01/1924 06:30 0.85 2.36 0.82 3.04 11.93 281.30 6.42 167.89 -99 -99 -99
09/01/1924 06:40 0.85 2.27 0.82 3.05 11.88 281.11 6.40 167.78 -99 -99 -99
09/01/1924 06:50 0.85 2.16 0.82 3.06 11.77 280.45 6.40 167.78 -99 -99 -99
09/01/1924 07:00 0.85 2.03 0.81 3.06 11.70 279.66 6.41 168.15 -99 -99 -99
09/01/1924 07:10 0.85 1.91 0.81 3.07 11.66 279.05 6.39 168.21 -99 -99 -99
09/01/1924 07:20 0.85 1.76 0.80 3.07 11.65 278.34 6.36 167.99 -99 -99 -99
09/01/1924 07:30 0.85 1.61 0.80 3.08 11.66 277.72 6.39 167.99 -99 -99 -99
09/01/1924 07:40 0.85 1.44 0.80 3.09 11.64 277.37 6.43 167.48 -99 -99 -99
09/01/1924 07:50 0.85 1.26 0.80 3.09 11.64 277.43 6.49 166.81 -99 -99 -99
09/01/1924 08:00 0.85 1.08 0.80 3.10 11.58 277.63 6.55 166.20 -99 -99 -99
09/01/1924 08:10 0.85 0.89 0.79 3.10 11.54 277.72 6.61 165.76 -99 -99 -99
09/01/1924 08:20 0.85 0.69 0.79 3.11 11.45 278.06 6.64 164.84 -99 -99 -99
09/01/1924 08:30 0.85 0.47 0.79 3.12 11.36 278.43 6.66 163.56 -99 -99 -99
